CustomerId|AGE|GENDER
A0070649604976338121|1937|1
A0070839208114732919|1955|1
A0072338492419331506|1985|1
A0072439573607055151|1968|2
A0072947104970056874|1956|1
A0074364972961385762|1954|1
A0074918786106517030|1985|2
A0074921518412373613|1974|1
A0078577445633602916|1965|1
A0078680945976080668|1957|1
A0079318415728578348|1962|1
A0079646472057288319|1976|2
A0080506772141926082|1985|1
A0080565786680575202|1963|2
A0081742272241881474|1971|2
A0082226061147494098|1957|1
A0082417749550331434|1940|1
A0083079617939505518|1994|1
A0083285421560910304|1966|2
A0084219926272690508|1995|1
A0084999509690533279|1948|2
A0085185952037446558|1979|2
A0085812450111139112|1967|1
A0085826469392680710|1972|1
A0085946633025358903|1968|2
A0086132936021170941|1955|2
A0086722980502626564|1959|2
A0087040931077257874|1947|2
A0087119970790921032|1957|2
A0088611927988210550|1989|2
A0088659678033235756|1957|2
A0088920724905710299|1968|1
A0089101414343952727|1959|1
A0089943474404745989|1955|2
A0090293660192396174|1992|1
A0090378405883353048|1967|2
A0092294715334494038|1984|1
A0093281944031872593|1951|1
A0093631389282358326|1955|2
A0093978807600037555|1951|1
A0094167467130222810|1952|1
A0094321586874251847|1976|2
A0095062059139262215|1967|1
A0096730965744971984|1950|1
A0097207697098056851|1982|2
A0097309430610008930|1986|1
A0097435545110740017|1973|2
A0097736307387828555|1968|1
A0097774153951789105|1992|2
A0098238130379619598|1953|2
A0098683181880398240|1958|2
A0099683817487372778|1988|2
A0099861666726418447|1995|2
A0100456811758005831|1966|1
A0101377123597316646|1962|2
A0101569149188324524|1979|1
A0101832786761704856|1967|1
A0102122073856019746|1966|1
A0102640593104746581|1953|1
A0103167859125457681|1959|2
A0103495812627181524|1962|1
A0104201279635916718|1979|2
A0104709799989107418|1957|2
A0105214822187743122|1956|2
A0105297867112462870|1979|2
A0105500556780087367|1936|1
A0106990020934813838|1987|2
A0107042138873190655|1966|1
A0107304459464138900|1960|1
A0107309619096161300|1947|2
A0107411056417599643|1971|1
A0107429242428126609|1982|1
A0108918203447322088|1976|1
A0109286181846739156|1965|2
A0109829639182400019|1956|2
A0110068931066711810|1994|2
A0110364077216985092|1995|2
A0111565335251827625|1959|1
A0113322805048219292|1951|1
A0113367423068943025|1974|2
A0113416058271413964|1974|2
A0115601424249020220|1941|2
A0116898908590147546|1948|2
A0117059268789451680|1972|2
A0118647992319713997|1955|1
A0119125889881255129|1978|2
A0119586801734536946|1964|1
A0120041108958887538|1968|1
A0120472978987211494|1968|2
A0121561921453814520|1938|2
A0121678644112078342|1977|2
A0121816335654388663|1985|2
A0122085932343379399|1947|1
A0122160610626813478|1968|1
A0122197696341733249|1964|2
A0122253106027296337|1959|1
A0122302791275919370|1971|1
A0122329259205451880|1965|1
A0122568486462708488|1961|2
A0122838298791077494|1988|2
A0123097164074706488|1983|1
A0123678467483598147|1956|1
A0123736450173512971|1971|2
A0123809359447875474|1983|1
A0124012492726222255|1987|1
A0124379711588651171|1947|2
A0125869008996043960|1943|1
A0126054439621149981|1980|1
A0127020678416198537|1964|1
A0127356383774506277|1972|2
A0127458368111453581|1967|1
A0127555556811017929|1985|1
A0127969247135122248|1981|2
A0128000095214882230|1969|2
A0128016738056093603|1947|2
A0128088306689068961|1951|1
A0128536256323145576|1957|2
A0128906818908095228|1977|1
A0129533796263130939|1964|1
A0129866548358058909|1963|2
A0130064401886104062|1978|1
A0130152690180205393|1955|1
A0130159671880701959|1975|1
A0130843853848256208|1950|1
A0131833905349723252|1973|2
A0132811253421304155|1963|2
A0132843290132198745|1963|2
A0133377015746705776|1964|2
A0133486205572192654|1956|1
A0135788032438524892|1966|1
A0136424405204627807|1941|1
A0136799021028331478|1961|1
A0137461129698309331|1986|2
A0137763466180637007|1978|2
A0137783787903981377|1981|1
A0137897585027546130|1976|1
A0137921886940000734|1969|2
A0138374619609927547|1961|2
A0139034814050731890|1986|1
A0140029466640604271|1962|1
A0140466978548377205|1971|1
A0141027754368119742|1996|2
A0142890914077564293|1961|1
A0143244265039450975|1947|2
A0144691977502775695|1948|2
A0145023380098530751|1955|2
A0145054384593347082|1962|1
A0145588292336010182|1990|1
A0145960450851400676|1956|2
A0146346386729881128|1971|1
A0146863055464515109|1965|2
A0146974151639930925|1951|2
A0147123874992674389|1965|2
A0148213181519135249|1981|2
A0149740811609012286|1950|1
A0150099832699891896|1951|1
A0150346886586248753|1965|2
A0150935155415759575|1963|2
A0151288110067727505|1978|1
A0152294984729790022|1961|2
A0152691144660203212|1965|2
A0152734437962251045|1970|1
A0152912914881001798|1954|1
A0153789914959988606|1968|2
A0154050623723164828|1962|2
A0154638293628345515|1974|2
A0155524658178883615|1947|1
A0155595364147256744|1965|2
A0156448017569991642|1976|2
A0157052478934501707|1960|1
A0157433016908551691|1967|2
A0157451028866147138|1980|1
A0158646216526729236|1956|2
A0159120518041130961|1959|2
A0159835740159172251|1963|2
A0160260754662797110|1986|2
A0160974448538513369|1956|1
A0161522316355155588|1988|2
A0161602246154513834|1986|1
A0161720824827951466|1987|1
A0162383954956710397|1964|2
A0162833805588280910|1951|1
A0163100688346083515|1959|2
A0163230404861685885|1965|1
A0164229871866009459|1971|1
A0167679425966766633|1948|2
A0168739586300714805|1969|2
A0168889397293284923|1990|1
A0169050436652614076|1963|1
A0169168498687513514|1960|2
A0169379240064474108|1951|1
A0169723395191516393|1955|2
A0170422610932864570|1965|2
A0171267708649232228|1967|1
A0172163607480119825|1987|1
A0172339734303186086|1956|1
A0172546212952121322|1966|2
A0173522251460683980|1966|2
A0173813231990383645|1969|2
A0174058920833361117|1965|1
A0174122456535490454|1954|1
A0174212208466129622|1965|2
A0175145145503804351|1978|2
A0175560256093536854|1936|2
A0175691673284190126|1970|2
A0175975923744321110|1957|2
A0176165211373432350|1951|2
A0176580298005728475|1982|1
A0177345950216386419|1957|1
A0177423262770263409|1986|1
A0177752833179015403|1956|1
A0177849058312499832|1957|2
A0178261038343542580|1967|2
A0178295167945793688|1988|2
A0178310239298494353|1968|2
A0178387829532642611|1955|2
A0179080280136853665|1982|2
A0179696458420224638|1961|1
A0180533883753258036|1943|2
A0181318412367482643|1946|1
A0181871224935083231|1990|1
A0182396109756181031|1972|2
A0182813363922280539|1990|1
A0184029728040020787|1985|2
A0184049316290854599|1965|1
A0184601891069914049|1964|1
A0185254860164960684|1975|2
A0185560068153066902|1947|1
A0185626102013569555|1989|2
A0185891628671007183|1954|2
A0186296566376246900|1970|2
A0186412267531308461|1947|1
A0187065365232517048|1947|1
A0187184355324900595|1970|1
A0187532318890674552|1987|1
A0187789704702451877|1974|2
A0188322004690200883|1973|2
A0188658340356835551|1975|2
A0189068023892299581|1956|2
A0189408275118641352|1960|1
A0190302872382475957|1980|1
A0191453746507735415|1947|2
A0191454759800195031|1972|1
A0191605512601870370|1971|1
A0192619859701516478|1956|2
A0193032074018211943|1947|2
A0193085134186102363|1977|2
A0194792676120970087|1966|1
A0195310863204843423|1945|1
A0195382416409151026|1976|2
A0195454739056892129|1951|2
A0195606913625542754|1981|2
A0195748142501627960|1952|1
A0196081748762236374|1956|1
A0197478860193629210|1968|1
A0198073139167152375|1956|2
A0198198083166318687|1982|1
A0198881963635272053|1947|2
A0198943877926824850|1935|1
A0199889506654580248|1989|2
A0200948975312894089|1940|2
A0202475465433154861|1974|1
A0203210780399417830|1933|1
A0203908581502629317|1947|1
A0204242786146920981|1977|1
A0204453760443884992|1950|2
A0204586450753078790|1949|1
A0205500249162843582|1936|2
A0205969252179387680|1967|1
A0206275517606393179|1969|1
A0206589156822999187|1956|2
A0207724424733875521|1964|2
A0208325318112241407|1966|2
A0208555506138158792|1953|1
A0209286915846260725|1956|1
A0209927839579584819|1961|2
A0211242753512776681|1968|2
A0211331695227387894|1938|2
A0211477486993539165|1970|1
A0212712772422322432|1976|1
A0215205965723462292|1994|2
A0215206397012226675|1973|2
A0215409498780345248|1957|1
A0216408665487983554|1943|1
A0217101714199255681|1967|1
A0217525998364177270|1956|1
A0217907368867411721|1987|1
A0218263936062274177|1955|1
A0219118292175619444|1958|1
A0220053794900008692|1972|1
A0220377892048240304|1985|1
A0220936626758899687|1947|2
A0221331504310047738|1960|1
A0221519771288998773|1981|2
A0222109229705550601|1979|1
A0222195753164140401|1981|1
A0222255384960848223|1958|2
A0222312512454703624|1963|1
A0222920268116776528|1952|2
A0223549115674375249|1981|1
A0223595194392158542|1955|2
A0224939397184835517|1969|1
A0226013652888206644|1973|1
A0226459315697623923|1966|2
A0227249046227199923|1936|1
A0227415870559258275|1958|2
A0228015468121605416|1992|2
A0229502839278524025|1982|1
A0229569247277988408|1992|1
A0229605725890199382|1949|1
A0229846258888295277|1983|2
A0229927840446271916|1977|2
A0231475798763096509|1969|1
A0231550942182235252|1965|1
A0231946774304265861|1970|2
A0232102608112273823|1960|2
A0232482150611842154|1972|2
A0233308919388008697|1966|2
A0233409001924021897|1985|1
A0233697089070537234|1952|1
A0233864388954777135|1969|1
A0234202488014715618|1967|2
A0234767444473231021|1972|1
A0234850582872433088|1955|2
A0235116676863047575|1976|2
A0235454718378844314|1974|2
A0236604977420898153|1969|2
A0236789417830265584|1950|2
A0242418397380447785|1953|2
A0242772491058999980|1965|2
A0243237822081479590|1947|2
A0244148433410031865|1972|2
A0244883410915862699|1958|1
A0245400107597373571|1978|1
A0245640944820195208|1973|1
A0246007608637864511|1974|1
A0247887137168877855|1954|2
A0248045865720667886|1936|1
A0248398319232193165|1955|2
A0250108374049844900|1968|1
A0250449138774271351|1965|1
A0251287229139684541|1986|2
A0252372329211119215|1952|2
A0253269760975760104|1971|1
A0253653634497291094|1965|2
A0254482942524477776|1957|1
A0254729185116097949|1963|1
A0256908982791272607|1973|2
A0257048577599592708|1981|2
A0257134139862578891|1983|2
A0257429864253771629|1983|2
A0257533273966640652|1965|2
A0257556696268516574|1965|1
A0257963028873212615|1978|2
A0257993015281995212|1960|1
A0258412781952356575|1975|1
A0258450805427870939|1956|1
A0259595711662127990|1994|1
A0260877665587879669|1981|2
A0261086663934625405|1935|1
A0261573369614120733|1960|1
A0262037877055912180|1957|2
A0262260113962629435|1963|2
A0262983934071698715|1987|2
A0262988592968722083|1993|1
A0263025286810068641|1962|2
A0263748156360390887|1982|2
A0263827145393102059|1947|2
A0264613450625932720|1988|2
A0265888282192412493|1947|1
A0266074736193097500|1947|1
A0266164794860254430|1992|2
A0266887092661824068|1977|1
A0267394332518246210|1979|2
A0267651928300233015|1973|2
A0267723322173373213|1974|2
A0269963770535001528|1951|1
A0270290872945954749|1974|2
A0270482720681798573|1977|1
A0271331597997691962|1991|1
A0273102586416577958|1977|2
A0273667799298862946|1988|1
A0275156177184171968|1978|2
A0275600170563125485|1959|1
A0276040396090689209|1967|2
A0276615739460034036|1969|1
A0278270169711621793|1960|1
A0278414088640929626|1965|1
A0278674417703624151|1967|1
A0279137131180011069|1993|1
A0279637136752542897|1948|1
A0279835224646624116|1984|1
A0279884975769927139|1988|1
A0279914385848968686|1959|1
A0280955978383880369|1952|2
A0281314673455925244|1971|1
A0281721976454309687|1957|1
A0282448199872952531|1989|2
A0282617232042385239|1933|2
A0282770703310898629|1955|2
A0283072648364346128|1956|1
A0284017095465888998|1995|2
A0284283516579338452|1943|2
A0284419142491768445|1992|2
A0284709349799980040|1959|1
A0286169387893016311|1981|1
A0286676303268651093|1981|1
A0287544636091988682|1982|1
A0288131851013552682|1988|1
A0288561350373759204|1960|2
A0288891210822541808|1969|2
A0289165178402696176|1947|1
A0289578052683541989|1979|1
A0289594550245360155|1968|1
A0290231029905651382|1975|2
A0290944801856358419|1945|1
A0291153207862229495|1983|2
A0292350524402011366|1968|2
A0292456528195654792|1985|1
A0292839698748182002|1960|1
A0292866049461448865|1961|1
A0293134002599584207|1959|1
A0293317156105807219|1945|1
A0293821602734504086|1981|1
A0294894917421720134|1933|2
A0295151575332731317|1957|1
A0296009462687145748|1933|1
A0296756356640462712|1979|1
A0296876937429045832|1965|2
A0297116512329996670|1987|1
A0297151983076393873|1996|1
A0298321482149107575|1979|1
A0298714483125432312|1976|1
A0299372007000786349|1980|1
A0300120765094969480|1989|1
A0300326934104989660|1969|2
A0300355837936344886|1956|1
A0301068889335369434|1977|1
A0301508874028938708|1991|1
A0302236260705767403|1969|2
A0302909055083651237|1947|2
A0303494412469655669|1942|1
A0303647580611165444|1968|2
A0303719106590553283|1984|2
A0303841191121973952|1982|2
A0304473523100855903|1955|1
A0305687330668688647|1956|2
A0305777741654452665|1961|1
A0306997272548838289|1967|1
A0307013677428966861|1960|2
A0307183519296386199|1942|2
A0307450174555705004|1951|2
A0308154857524420009|1980|2
A0308394806003840939|1958|2
A0308749085744403034|1963|2
A0309508151866391175|1971|1
A0310734670687451805|1978|2
A0311300590114074238|1956|2
A0311559315978906359|1957|2
A0311890027323390748|1968|1
A0312113720620167935|1985|1
A0312737970591090657|1980|2
A0312738471886868968|1953|1
A0312850522760401022|1987|2
A0312864709498302482|1988|2
A0312897550961003749|1992|2
A0313794300455954554|1987|1
A0313908761772790023|1973|1
A0315459132252382589|1977|2
A0315595873083326780|1965|1
A0315688775792051637|1963|2
A0315742198434466119|1941|1
A0315885982112119813|1969|1
A0315947472619712934|1955|2
A0316159532709961020|1977|2
A0316417211562230037|1951|1
A0317209567287979144|1972|1
A0317245349650361102|1982|2
A0317318796261667091|1968|1
A0317676598451200975|1947|1
A0319253014876703333|1935|2
A0319433597345666705|1940|2
A0320261012471829049|1968|1
A0320795119738046136|1992|1
A0321404937810420721|1957|2
A0321696458095116832|1978|1
A0322050189565976359|1969|2
A0322345265339158806|1966|1
A0322362980649393094|1984|1
A0322876895919928401|1959|1
A0323043120384445151|1975|1
A0323263719790307570|1981|2
A0323346302427969347|1969|2
A0326607958500588552|1989|2
A0327300451302731416|1989|1
A0327714524004338508|1951|1
A0327805079931735965|1960|2
A0328024436061613636|1965|2
A0328277716074321022|1968|1
A0328444830840492953|1965|1
A0328973901407258717|1994|2
A0329274448179826291|1955|2
A0329438352223203576|1936|1
A0329644611325319651|1961|1
A0330067209865889228|1982|1
A0330500628317567994|1953|1
A0330523636107746177|1955|1
A0330660016512780543|1971|1
A0331610831547767211|1978|1
A0331964125532581745|1970|2
A0332046499386798622|1947|1
A0332065912219364430|1948|2
A0332263263376875420|1952|2
A0333198924482389247|1990|2
A0333263048216792134|1955|1
A0333499502936654385|1960|2
A0333559725560148547|1962|1
A0333809226161398387|1964|2
A0334191382954604320|1968|2
A0334264271460846400|1985|1
A0334297580630439087|1991|1
A0334802900435856189|1969|2
A0335129108782608244|1973|2
A0335193499945394111|1969|2
A0335701133433319040|1947|1
A0335812832951746297|1973|2
A0336609701950863261|1934|2
A0336804782114160087|1952|1
A0337183797109099097|1952|2
A0337481253049692739|1961|2
A0337672412973432241|1969|2
A0338672380457235574|1952|1
A0339183765354330909|1975|1
A0339644237520049007|1947|2
A0340386171558490610|1958|2
A0340504378623480632|1980|2
A0340953875488600146|1959|1
A0341506447998956823|1971|2
A0341802655867823192|1980|1
A0341823681918736666|1997|2
A0342303348153625628|1958|1
A0342998363544622893|1984|2
A0344071276965185538|1989|2
A0344103866233373401|1975|1
A0344637113653456977|1973|2
A0346011238540537289|1948|1
A0346107385796293374|1974|1
A0347327671895506972|1964|1
A0347597638557357044|1951|1
A0347659795562358010|1979|2
A0348789491612501015|1969|1
A0349083408299363242|1966|2
A0349109865026372708|1974|2
A0349277515552058659|1975|2
A0349499550424637111|1988|2
A0349699537561894024|1962|2
A0349785815208506992|1992|1
A0350208760413747549|1973|1
A0351778958107144794|1940|1
A0351914424458300603|1986|1
A0352785091423539552|1987|1
A0352935241771921146|1969|1
A0353998058775427114|1960|1
A0354609569116450449|1986|2
A0355100953608289379|1968|2
A0355484088342979853|1942|1
A0355693325302196803|1947|2
A0356321304452244114|1947|1
A0356609149859811407|1955|2
A0356876242136265931|1960|1
A0359762661128469400|1988|1
A0360187241054452138|1980|1
A0360243924438161814|1974|1
A0361715364450684120|1975|1
A0362286140900554053|1955|1
A0362466890534544275|1975|2
A0364328667901639723|1965|2
A0365855237365978434|1988|1
A0367926018743980211|1993|2
A0368288559335439777|1973|2
A0369030591554433487|1956|1
A0369419917420694114|1966|2
A0369470312874169937|1974|1
A0369763236379994957|1951|2
A0369925522995009312|1960|1
A0370209617242386997|1981|1
A0370270721157703304|1972|2
A0370912263229795967|1980|1
A0371141227904881231|1936|1
A0371259938380892723|1961|2
A0372194455831135836|1974|2
A0373540546836778996|1956|2
A0374163573012994235|1971|1
A0374357326021374402|1975|1
A0374614647545506333|1956|1
A0376887113807198372|1972|1
A0377048613243565058|1943|1
A0377578231943019909|1983|2
A0377626862128637711|1951|2
A0377976285932094521|1958|1
A0378370463413124006|1961|2
A0378569151690569175|1948|2
A0379250184729556849|1983|1
A0379634904731762364|1957|1
A0379836687972538073|1971|2
A0381044542293576962|1979|1
A0381074487644236598|1957|2
A0381117322571691527|1960|2
A0381739019685017568|1968|2
A0382114031253661896|1969|2
A0383124799787494134|1951|2
A0383474931340858546|1956|2
A0383832223241850287|1979|1
A0384127480394570804|1956|2
A0384485768705990630|1951|2
A0384624572119316870|1969|1
A0385612187578294849|1964|1
A0386084846331895524|1987|1
A0386767355229780958|1979|1
A0386869928132965477|1973|2
A0387519836458938718|1990|2
A0387809454394998817|1968|1
A0388401407478752657|1951|1
A0388488533603901532|1942|1
A0388802095417483639|1960|2
A0389236476764155289|1968|1
A0389421871601057455|1955|1
A0390011900714240391|1971|1
A0390745291819678628|1961|2
A0390995317784552459|1965|1
A0391301504229207453|1959|2
A0391391835319110087|1992|1
A0391753564445504340|1952|2
A0392490935916507306|1985|1
A0392628420512882259|1947|2
A0394097959591598682|1979|1
A0394822201465705873|1954|2
A0394966793409278953|1950|1
A0395329593544494068|1979|1
A0395408111207826773|1972|1
A0396203885276196519|1972|1
A0396641953254916442|1956|2
A0397119667227601479|1976|2
A0399050478448956560|1980|1
A0399481587652565254|1988|1
A0399635578357255286|1983|2
A0399682913778629564|1989|2
A0400962229327586977|1987|2
A0402790745543115960|1983|2
A0403463152458557640|1948|2
A0403991089547764889|1965|2
A0404258625874085102|1956|2
A0405144140178273808|1989|2
A0405296300590924447|1983|1
A0405431944200350567|1980|1
A0405445490928281677|1965|2
A0405969792025580322|1964|1
A0406665039030127066|1956|1
A0406671116783193458|1951|1
A0407071159172908007|1934|2
A0407438915500457200|1976|2
A0407663817391881413|1992|2
A0407686995158136412|1979|2
A0408158749911121933|1974|2
A0408550873698931396|1966|1
A0408571221586079626|1970|1
A0409435954790346633|1969|1
A0409728972362503075|1971|1
A0409964254751540545|1964|2
A0410073185307003130|1966|2
A0411044385341960044|1973|2
A0411367173527794186|1976|2
A0412014636105073762|1958|2
A0412193243616886827|1985|1
A0413427734210971054|1965|2
A0413455680965674523|1969|1
A0414108320213848969|1947|2
A0414889961149023013|1954|2
A0415034999153616827|1977|2
A0415572049347418793|1968|2
A0417634984435019532|1968|2
A0417876121907254420|1964|2
A0417885470161924889|1961|1
A0418947362748105713|1974|1
A0419747129454010437|1992|2
A0419878540403156136|1969|1
A0421094805664155725|1946|1
A0421111999020047889|1971|2
A0422109992038897632|1979|1
A0423495570805806387|1951|2
A0423558785138745502|1989|1
A0424006148848266903|1981|1
A0424117661486506353|1947|2
A0424387265357156884|1947|2
A0424492485094745658|1960|2
A0425616519625070689|1978|1
A0425741154344433234|1971|2
A0426177013867318925|1982|1
A0427020813010297920|1951|1
A0427440828783856163|1941|2
A0428285480845467398|1986|1
A0428746726537721067|1958|1
A0429004575702256844|1957|2
A0429555612265725229|1967|1
A0429795219925239776|1983|1
A0429964489929084407|1991|2
A0429994603215914011|1984|2
A0430084129444566598|1974|2
A0430802494061410381|1961|1
A0431196091474546521|1974|2
A0431469293946036973|1971|2
A0431964686191653179|1961|2
A0432996712403019385|1980|1
A0433038672007352210|1974|2
A0434011954366081301|1965|1
A0434639987319056927|1968|2
A0437136613558712947|1955|1
A0437227420510681632|1956|1
A0437722047125322558|1971|2
A0438123180883884838|1959|2
A0439480450940368753|1947|1
A0439487011072099299|1963|2
A0440196399268499934|1970|1
A0440449199956919201|1946|2
A0440560598808722404|1966|2
A0442494530517598949|1957|2
A0442889087052862235|1974|2
A0443129943291090973|1963|2
A0443488737504933486|1960|1
A0443640098423190788|1987|1
A0444622545664201280|1950|2
A0444845690370845615|1970|1
A0446478824247799267|1951|2
A0446485604666513870|1977|1
A0446583312073461415|1945|1
A0448215543814682405|1943|2
A0448451082279524776|1943|2
A0448711859581376917|1973|1
A0450659500181555956|1958|1
A0451529286521846343|1954|2
A0451590393550591068|1964|2
A0451702560006980817|1980|1
A0451861593742029581|1974|2
A0452292259094441181|1947|2
A0453721101417222919|1965|2
A0453721700608726641|1993|1
A0453735140551302015|1970|2
A0454607481061108444|1947|2
A0454828120429040302|1983|1
A0454862410724578661|1991|2
A0455228804040287151|1967|1
A0455910172540282795|1957|1
A0456261199780309483|1976|1
A0456261698649173171|1956|2
A0456680085733367990|1973|2
A0457101034695375955|1965|2
A0457162588130862561|1967|1
A0457739501511366670|1951|2
A0458724510334065786|1971|1
A0459236977535404336|1963|2
A0459902622192394342|1947|2
A0461900313956389241|1981|1
A0462067987003579806|1947|1
A0462206037045340674|1948|2
A0463303304865893151|1954|2
A0463357044230147780|1988|1
A0463798314797274427|1975|1
A0463872857042278286|1947|2
A0464248909649378597|1970|2
A0464851349815334492|1952|2
A0466450250395157038|1962|2
A0466588354795835796|1973|2
A0466725068051865502|1942|1
A0466950690793213842|1953|2
A0467099513956442682|1942|1
A0467250012240518633|1970|1
A0467386553825397663|1970|2
A0467435449939996564|1980|2
A0468347886243979171|1963|2
A0468485022709945000|1973|2
A0469030220249621975|1955|1
A0470606283614416606|1971|2
A0470868576368850059|1947|2
A0470954926658437915|1957|1
A0471214075344226048|1949|1
A0471267358966873969|1976|2
A0471908962324664057|1955|2
A0472162070921487688|1962|1
A0472237213798469593|1991|2
A0472243527906671964|1992|1
A0472632442585849203|1981|2
A0473508900456112724|1972|1
A0473624099265405719|1933|1
A0473887854254562637|1973|1
A0474394291979371422|1954|2
A0474515029416386694|1936|1
A0474575635763942393|1943|2
A0474792647453777842|1933|2
A0475034336647031279|1975|1
A0475793519321535207|1975|1
A0475898062224735093|1959|2
A0476724843582682034|1975|1
A0477425593560890030|1976|1
A0477554289699357119|1936|2
A0477829956371249056|1947|1
A0478228854597184667|1936|2
A0478549084236098129|1949|1
A0478610988444585282|1961|2
A0479648379931424167|1973|2
A0479747730598617794|1992|2
A0480182496098318251|1951|2
A0480387165457762628|1981|1
A0480678264216564148|1968|1
A0481479761651231634|1978|1
A0482063696296284801|1963|1
A0482363187381351242|1989|1
A0482602221247146965|1943|1
A0482657809224449677|1985|1
A0482756082056563823|1959|1
A0483915467243012192|1990|1
A0484098533540286577|1970|1
A0484973770463895861|1965|1
A0485406651997995417|1971|1
A0485470376979629353|1973|1
A0485644713603898455|1963|2
A0485711132136829148|1979|2
A0485967506934175595|1957|2
A0486181894116146285|1951|1
A0486194804486711976|1966|2
A0486961420504658927|1936|1
A0487520953900169633|1936|1
A0487951641537953687|1969|1
A0488194129701724411|1966|2
A0488556620113580348|1974|1
A0489327642550306742|1968|1
A0489491230555290766|1987|1
A0490268215824503795|1952|1
A0490398685909370333|1968|1
A0491255875264626811|1957|2
A0492132320891311857|1978|1
A0492363377196624867|1947|2
A0492920475162526533|1970|1
A0493168973520467607|1988|2
A0494480110053292472|1962|2
A0494566992374047063|1956|2
A0494702433657517818|1975|1
A0495095953416859549|1988|2
A0495275575204114454|1967|2
A0496212036671289917|1975|1
A0496654822968798338|1972|1
A0497089300344222888|1963|1
A0497167563792005169|1956|2
A0497500032366389806|1978|1
A0497624695802501162|1981|2
A0498507793521894833|1935|1
A0499193088886262525|1975|1
A0499681805563385461|1982|1
A0499689875120430081|1948|2
A0500032250955040337|1956|1
A0500681940627695034|1951|1
A0500991979695176904|1990|2
A0501192409277987888|1965|1
A0501384219137733452|1951|2
A0501699124474207102|1964|1
A0501860123186176955|1983|1
