YM|CustomerId|SCTR_CD|COM_KEY|DLQ_TYPE|DLQ_CD_1|DLQ_CD_2|DLQ_FROM|DLQ_AMT
201412|A1332282838471029326|05|A6138517785370894145|1|0104|0|201409|12000
201412|A1332282838471029326|05|A3436348557831751708|1|0101|0|201411|310
201412|A1332282838471029326|05|A3436348557831751708|1|0101|0|201411|120000
201412|A1345084696044958622|17|A2682675829641673331|1|0101|0|201308|1700
201412|A1356046277171994850|05|A7644331127807773340|1|0101|0|201411|1800
201412|A1408764601414048341|05|B7415708135371452767|1|0103|0|201404|9400
201412|A1408764601414048341|21|A4530827867594638235|1|0104|7|201406|500
201412|A1410364315919471386|21|A3406763034455188469|1|0101|0|201207|2800
201412|A1461977523058699213|05|A2916201966166143974|1|0104|0|201308|6000
201412|A1506967855662062272|03|B9063256058342285507|1|0299|0|201411|8000
201412|A1507116228141386946|05|B3613177921232993803|1|0101|7|201411|3000
201412|A1543616671086572545|17|B2643506276608107713|1|0103|0|201412|2300
201412|A1554603763625131315|05|B2424405121459113198|1|0104|0|201411|2900
201412|A1560610572025711535|21|A4041278239786878174|1|0101|0|200910|3000
201412|A1583696801543017273|01|A0282515951412041436|1|0104|0|201403|5000
201412|A1591072431543062914|05|A7496810021627666240|1|0101|0|201307|4000
201412|A1591072431543062914|21|A7496810021627666240|1|0199|0|201411|6500
201412|A1596968848971171510|17|B0346156937409587682|1|0101|0|201410|1800
201412|A1596968848971171510|01|B3506485167886966994|1|0103|0|201411|1800
201412|A1619841982553984466|01|A6017310348128708546|1|0103|0|201309|8500
201412|A1619841982553984466|21|A9008739500803590428|1|0101|0|201402|23000
201412|A1619841982553984466|08|B0897258207304687603|1|0101|0|201404|60000
201412|A1622966227650788080|08|A7873196737308597949|1|0101|0|201209|130000
201412|A1641581827926454040|21|B6904925262477104330|1|0101|0|201311|7000
201412|A1641581827926454040|05|B6904925262477104330|1|0101|7|201403|3200
201412|A1647792699814789671|05|B5234087172679138228|1|0199|0|201206|58000
201412|A1669645829296830209|03|A7258904322024272904|1|0101|0|201207|6200
201412|A1669645829296830209|17|A7319854264609475351|1|0101|7|201411|6700
201412|A1824115213307977307|17|A5869721084127226588|1|0199|7|200805|9000
201412|A1828284293013253783|01|A7752304735144941871|1|0101|0|201410|7700
201412|A1831135181973364200|01|A4405267248698618678|1|0101|0|201312|50
201412|A1832598490998348602|17|B4971056411828024717|1|0104|0|201302|3700
201412|A1832598490998348602|05|B5965060423264516144|1|0104|7|201302|5000
201412|A1832598490998348602|21|B5965060423264516144|1|0199|7|201407|13000
201412|A1832598490998348602|17|B0471730392272761149|1|0101|0|201409|940
201412|A1867025201979285853|03|A1461878771182141404|1|0101|7|201405|240000
201412|A1867025201979285853|05|B4133488531123748086|1|0103|0|201408|280
201412|A1867025201979285853|05|B4133488531123748086|1|0101|0|201409|770
201412|A1948522315714479459|17|A2874079400778801320|1|0103|0|201407|1200
201412|A1948522315714479459|03|A0181186938554063415|1|0101|0|201411|2000
201412|A1970155662457159087|03|B5802440879771950581|1|0101|7|201304|30000
201412|A2020434795941399616|98|B9200103187640574805|2|1301|0|201403|0
201412|A2029165528305036930|05|A2389929510303581929|1|0199|7|201408|12000
201412|A2029165528305036930|05|A2502950005714186856|1|0104|7|201409|4200
201412|A2047766564236428513|03|A5401738279687508208|1|0104|7|201407|4700
201412|A2058190015430016920|01|A5054232433250808741|1|0104|0|201403|3200
201412|A2066201792385976213|98|A4938302798319119975|2|1301|0|201306|0
201412|A2066201792385976213|05|B3115103271706365080|1|0104|0|201405|3700
201412|A2093471974014457909|03|B4392704761839097205|1|0103|7|201403|10000
201412|A2154002506711755932|17|B6773480042222928094|1|0101|7|201307|1100
201412|A2161400901294468298|21|A7625434161573898567|1|0199|0|201405|1500
201412|A2242487121992615217|98|A1811079604448485270|1|0104|0|201412|4100
201412|A2243596802285046143|98|A5866865967534119999|1|0199|0|200907|2300
201412|A2254001338418713587|03|B3373793953032375765|1|0101|0|201304|7300
201412|A2301137323075201746|17|A4954053935192869381|1|0104|7|201311|20000
201412|A2310878411205542800|01|A1120017451209988581|1|0101|0|201402|7600
201412|A2310878411205542800|05|A6642132656378889318|1|0101|7|201403|5900
201412|A2315475294132158854|05|B4217055808663775109|1|0104|0|201408|3500
201412|A2340527328547601449|98|A4537682981838105332|1|0101|0|201307|250000
201412|A2351743006616737816|17|B1996415832647961081|1|0103|0|201406|1900
201412|A2351743006616737816|98|B7783089328351181442|2|1301|0|201412|0
201412|A2352510997312669222|05|A8312902971107891191|1|0101|0|201209|20000
201412|A2354136562119640869|03|B0971793732371487122|1|0104|0|201312|12000
201412|A2354136562119640869|21|B0971793732371487122|1|0104|0|201408|5800
201412|A2357864372601298222|98|B5556575824359427670|2|1101|0|201301|0
201412|A2357864372601298222|03|B5242165448626574828|1|0103|7|201401|16000
201412|A2357864372601298222|03|B5242165448626574828|1|0101|0|201408|3800
201412|A2365759847858039135|17|B5170693892425344905|1|0104|0|201402|4000
201412|A2389581149624846866|17|B9117127681068534734|1|0101|0|201307|1000
201412|A2389581149624846866|21|B9117127681068534734|1|0101|0|201404|20000
201412|A2397122028768709386|05|A4183018923822559252|1|0101|7|201312|3900
201412|A2397962340394522892|01|B8623213596917677130|1|0101|0|201312|720
201412|A2423834361716407965|17|A6260768234640424070|1|0199|7|201110|1400
201412|A2472794625414498705|05|A1159526395000611326|1|0104|0|201411|1600
201412|A2472794625414498705|08|B3126513785205657687|1|0101|0|201411|1100
201412|A2482498874328737451|17|B7643595510983906029|1|0103|0|201405|770
201412|A2482498874328737451|17|B5893777418106195731|1|0101|0|201410|1900
201412|A2482498874328737451|17|B5893777418106195731|1|0103|0|201410|4200
201412|A2544994816143204651|01|B3986078532318967564|1|0104|0|201308|100000
201412|A2544994816143204651|21|A7669868243758628689|1|0103|0|201407|3000
201412|A2544994816143204651|01|B3986078532318967564|1|0104|0|201407|10000
201412|A2550841357101820388|17|A3271941005143913098|1|0101|0|201411|620000
201412|A2612011086428310776|05|A5049923916766352013|1|0104|0|201403|2600
201412|A2612011086428310776|98|A8162268460106337952|2|1301|0|201406|0
201412|A2647202544306768375|05|A5720703877287442189|1|0103|0|201410|1900
201412|A2666387108761950589|01|A3265716052742353089|1|0103|0|201312|4700
201412|A2741196302194481583|17|B0756519542697129514|1|0101|0|201412|7200
201412|A2825483012073287059|01|A2264014770446748514|1|0101|0|201307|170
201412|A2825483012073287059|01|A7282333947308835157|1|0101|0|201311|6500
201412|A2825483012073287059|05|B9160434207146717623|1|0101|7|201409|5000
201412|A2831835294606001793|01|A6573525314671682799|1|0199|0|201403|4500
201412|A2851149272543875613|03|B8069883881514141058|1|0101|7|201308|310
201412|A2854982464383031138|05|A6922996489463863184|1|0199|0|201312|5700
201412|A2854982464383031138|21|A6922996489463863184|1|0101|0|201406|11000
201412|A2854982464383031138|05|A0775980139807165001|1|0101|0|201410|360000
201412|A2868133253485749480|17|A0548304062592008936|1|0199|0|201308|13000
201412|A2868133253485749480|21|B7918616622388662196|1|0101|0|201407|690
201412|A2868904392871045695|05|A8204975200900831992|1|0101|0|201409|90000
201412|A2868904392871045695|05|A2982177895788941278|1|0101|7|201411|4700
201412|A2895605902326327988|05|B7631266579660447915|1|0101|0|201309|4500
201412|A2895605902326327988|05|B7631266579660447915|1|0103|7|201312|6400
201412|A2895605902326327988|21|B7631266579660447915|1|0101|7|201404|2100
201412|A2900009668895262102|21|B2937044898064414327|1|0104|7|201411|2200
201412|A2903945960712827313|05|B2945554836901014925|1|0101|0|201302|2800
201412|A2917005590476045914|01|A3618001307187535413|1|0101|0|201412|9300
201412|A2972042800418413371|05|A6814596995932976312|1|0101|7|201302|320
201412|A2978837868940084508|17|B4478541984913006528|1|0101|0|201408|1200
201412|A3004596113356969928|03|A6957493418593569235|1|0101|0|201412|8900
201412|A3020450629897604180|01|B8728287368857517477|1|0101|7|201304|5600
201412|A3035203513917513757|05|A2708584731129468847|1|0101|0|201012|460
201412|A3045683226021900233|17|A5598121875865266735|1|0101|0|201310|1000
201412|A3045683226021900233|03|B8271789490164449386|1|0101|0|201408|3900
201412|A3045683226021900233|98|B6342626663752625412|2|1301|0|201412|0
201412|A3097902556822936654|17|B5655989442560560516|1|0101|7|201401|4500
201412|A3162048111930396875|17|B2772011491359069152|1|0101|0|201406|4100
201412|A3164411307894470870|17|B6463587530994919760|1|0103|7|201307|3000
201412|A3164411307894470870|01|B2665298086104021824|1|0101|7|201405|17000
201412|A3172294030352075085|05|A6725366742623530815|1|0101|7|201411|5000
201412|A3174925613420111789|05|B5238851723215233610|1|0101|7|201310|760
201412|A3179718260276202947|98|B3867927520775514980|2|1301|0|201406|0
201412|A3184907590472030445|05|A2086201585354318509|1|0199|7|201412|23000
201412|A3184907590472030445|08|B6613307135972072742|1|0101|0|201412|1200
201412|A3207409411683998691|03|A2511575069109437646|1|0104|7|201412|1300
201412|A3260889261638886848|08|B3308955564561503770|1|0101|0|201202|1600
201412|A3273706726418713882|01|B6903378148008369700|1|0101|0|201304|4100
201412|A3328442086276069340|05|A0613926958214555197|1|0101|0|201410|11000
201412|A3354493227890083633|17|A5435437828159109979|1|0101|7|201302|2000
201412|A3399676544323069167|21|A1454182312431438216|1|0101|7|201305|2200
201412|A3399676544323069167|08|A4902751527501931930|1|0101|0|201408|10000
201412|A3463071593594669710|21|B4557978852186332581|1|0101|7|201408|6400
201412|A3476792363964896285|01|A2841594726590840232|1|0101|0|201201|2800
201412|A3476792363964896285|05|A2841594726590840232|1|0101|7|201404|4800
201412|A3485686238914689774|21|A0561265256020982269|1|0199|0|201408|11000
201412|A3486493354929918128|21|A4283552575133357293|1|0101|7|200809|3000
201412|A3501358665677078253|05|A6646418393825031239|1|0101|0|201407|38000
201412|A3501358665677078253|05|A6646418393825031239|1|0101|0|201410|10000
201412|A3505177418423392103|05|A6494120032333164915|1|0103|0|201404|15000
201412|A3505177418423392103|05|A6494120032333164915|1|0103|0|201410|1700
201412|A3505177418423392103|98|B2139712441806268812|2|1101|0|201411|0
201412|A3505177418423392103|05|A6494120032333164915|1|0103|0|201411|550
201412|A3512706790431851221|17|A4815307978352218111|1|0101|7|201411|1600
201412|A3555321863037185633|21|B5714759960730196186|1|0104|0|201407|1800
201412|A3614549913458053691|17|B8922252889006716394|1|0101|0|201412|12000
201412|A3644711627929305408|17|A0732285675044249160|1|0199|0|201411|470
201412|A3690835403159702607|03|B6413866285013204677|1|0101|0|201304|9800
201412|A3708819105178891287|05|B2350373427616052041|1|0101|7|201402|4000
201412|A3708819105178891287|05|A2769978938848401153|1|0104|0|201412|30000
201412|A3725047095506255916|01|B2651897154530865162|1|0104|0|201406|6000
201412|A3749975646771899723|17|A7814690566735204618|1|0104|0|201204|70000
201412|A3749975646771899723|17|A2254203458638868547|1|0101|0|201309|4000
201412|A3762667307622611689|21|A0431408370749794478|1|0101|0|200801|910
201412|A3773046899170684855|21|A0583026086534589705|1|0101|7|201211|160
201412|A3794659121524543570|98|A6559223606007559319|2|1101|0|201407|0
201412|A3794659121524543570|17|A7556950730982619028|1|0101|0|201410|2800
201412|A3846747425847078070|03|B2092863932629000509|1|0104|7|201302|370
201412|A3852571427414131591|03|B2650726542040819484|1|0101|0|201402|6500
201412|A3852571427414131591|17|B8441702078709996132|1|0103|0|201403|5800
201412|A3866871422916089198|01|A4832138420856965086|1|0101|0|201407|24000
201412|A3891566213625146713|03|A3708728590899459322|1|0101|0|201407|2800
201412|A3891566213625146713|03|A3708728590899459322|1|0104|7|201412|2300
201412|A3919371906561890310|98|B8785666670099785837|1|0199|0|201407|12000
201412|A3925812764120267452|01|B0084209751556168585|1|0101|0|201412|11000
201412|A3928637035869368989|08|B2266101893653989511|1|0103|0|201409|1100
201412|A3928637035869368989|05|B2266101893653989511|1|0101|0|201412|2900
201412|A3960848713993625910|08|B8531646603584438030|1|0101|0|201003|4300
201412|A3974336288516490343|01|B8099515756996479801|1|0101|0|201409|3500
201412|A3974336288516490343|05|B4553974894516224781|1|0104|0|201410|3100
201412|A4009235791448378084|21|B7974715252577525143|1|0101|0|201206|3000
201412|A4017144296919209661|05|B0710420261773627849|1|0104|7|201404|6100
201412|A4017144296919209661|06|B0710420261773627849|1|0104|0|201407|2900
201412|A4017144296919209661|21|A2838220670729257171|1|0199|0|201412|4900
201412|A4039134577329247252|17|A4236952481994122768|1|0104|0|201312|5500
201412|A4039134577329247252|05|B6362245333573659392|1|0101|0|201412|3400
201412|A4039134577329247252|17|A4236952481994122768|1|0104|7|201412|3600
201412|A4039257762100257476|98|A2946114404148637744|1|0199|0|201309|11000
201412|A4057840421022240675|03|A8147927885774723589|1|0101|7|201307|6100
201412|A4111321776818130836|98|A4016946666536939336|2|1301|0|201412|0
201412|A4168101217014712475|05|A8750961209528080082|1|0101|0|201411|9000
201412|A4174089291537356722|17|A8513123507195941836|1|0101|7|201307|300
201412|A4200360734539808650|03|B0735798580416760894|1|0101|0|201407|140000
201412|A4254066096184064248|17|A3394186278377611714|1|0103|0|201405|3500
201412|A4254066096184064248|17|B7823384660235290167|1|0104|0|201409|3600
201412|A4262569067829055498|21|B7307155566325340352|1|0199|0|201302|3500
201412|A4306626770908128608|17|B2685416664046270572|1|0104|0|200911|2000
201412|A4306626770908128608|17|B8667956466758146268|1|0101|0|201404|16000
201412|A4310273555556040347|03|B1696058366701838878|1|0101|0|201207|3300
201412|A4310273555556040347|05|B8623321201205365323|1|0101|7|201305|5300
201412|A4324432137180279889|21|B1358915592916688078|1|0101|0|201406|3000
201412|A4326720918804611636|05|B5933713190873747713|1|0101|0|201412|9900
201412|A4347802994999666990|21|B2429424734518719227|1|0104|0|201406|23000
201412|A4347802994999666990|17|B2429424734518719227|1|0101|0|201407|280
201412|A4347802994999666990|01|B2429424734518719227|1|0101|0|201408|5100
201412|A4354955272845747457|05|A4437086432819159669|1|0101|7|201303|20000
201412|A4354955272845747457|17|A5820100296449936497|1|0101|0|201303|6700
201412|A4368005816359285940|17|B1254687897220921039|1|0103|0|201411|9100
201412|A4371381920056268202|01|A8589276293471424873|1|0101|0|201312|11000
201412|A4371381920056268202|05|B2422278916959250426|1|0101|0|201404|1400
201412|A4371381920056268202|05|A1169428643778227811|1|0101|0|201408|16000
201412|A4371381920056268202|01|B3529004451453219162|1|0101|0|201409|9300
201412|A4375607357135449511|05|A3748218211685010584|1|0104|0|201411|2500
201412|A4375607357135449511|05|A3748218211685010584|1|0104|0|201411|11000
201412|A4378941988751163648|98|B1132816006154440194|1|0299|0|201207|20000
201412|A4419236694827943198|05|A4070253225052681242|1|0104|0|201402|14000
201412|A4479142292833574654|17|A1253930482014027797|1|0104|7|201307|8200
201412|A4482893517193563935|05|B5987678832723028618|1|0101|0|201401|1000
201412|A4486860280888939095|05|B5311959818454966769|1|0101|0|201408|1000
201412|A4502078291961679297|21|A8267813067020918906|1|0101|7|201003|920
201412|A4531019951600487911|05|B5793116252642158337|1|0101|7|201109|6000
201412|A4533022094924055034|98|B5946486225854348429|2|1301|0|201412|0
201412|A4535237705874073560|21|A3882434604841543841|1|0104|0|201304|850
201412|A4535237705874073560|05|B7530560399840655593|1|0101|0|201402|2000
201412|A4537677349375406585|01|B4786332885327993621|1|0103|0|201405|2100
201412|A4544778964395669207|05|B1205220336624524338|1|0101|0|201410|1400
201412|A4544778964395669207|98|A0765740956729664986|2|1301|0|201412|0
201412|A4631902557187554994|98|B2095366249566334787|2|1101|0|201410|0
201412|A4634850135395531279|05|A2324047869300582563|1|0101|0|201409|4100
201412|A4641063968719733998|01|B3552448284885524275|1|0103|0|201304|14000
201412|A4678958220226552935|21|B7592542389373901356|1|0101|0|201412|2200
201412|A4702549103301226749|98|B3710567500884041173|1|0199|0|201111|430
201412|A4714202698208517622|98|A3579627962330616151|2|1301|0|201412|0
201412|A4743116085736819251|08|B7479750665333822513|1|0103|7|201207|2000
201412|A4743116085736819251|17|B3020347385068395733|1|0101|0|201307|420
201412|A4744751566786588396|01|A2945130327245306344|1|0104|0|201411|15000
201412|A4766314910815946611|01|B3701019141489072251|1|0101|0|201412|3100
201412|A4780185365567032326|17|B4296047918576106385|1|0101|0|201411|2500
201412|A4906694462156320119|17|B6793753656652561328|1|0104|0|201405|12000
201412|A4906694462156320119|03|B6793753656652561328|1|0101|0|201407|570
201412|A4931989535062047064|21|B1966171136967916396|1|0101|0|201311|610
201412|A4948570792325077488|21|B4195491479237894559|1|0101|0|201405|3500
201412|A5022331169896375527|03|A5611850740960008077|1|0101|7|200804|3900
201412|A5033900542676618125|17|B3715120791302840112|1|0202|0|201212|3500
201412|A5092615441691172905|03|B7329556117479742130|1|0101|0|201401|4200
201412|A5097636552159133957|01|A2609582785892102121|1|0103|0|201403|4900
201412|A5097636552159133957|05|B1001504791430775287|1|0104|0|201410|1600
201412|A5121784136402939064|17|A5716097873349318777|1|0101|7|201206|12000
201412|A5125801364766651863|03|A7429436787508641204|1|0104|0|201411|2000
201412|A5131955480269823625|17|B1300727348679635678|1|0101|0|201405|6000
201412|A5131955480269823625|05|B1300727348679635678|1|0101|7|201407|330
201412|A5140814379433537937|03|A2799302018824671602|1|0101|0|201403|22000
201412|A5143861864575527434|21|B1663107258739183056|1|0101|0|201408|4500
201412|A5143861864575527434|05|A3359171945261208710|1|0101|7|201410|4800
201412|A5169526351790352096|01|A1722958382614197279|1|0104|0|201409|110
201412|A5218789371876115143|17|B6755590467233461857|1|0101|7|201406|300
201412|A5245296883992471542|05|A0879496625854061478|1|0104|0|201411|960
201412|A5284286225209348391|05|B4698629765889934446|1|0101|0|201405|2400
201412|A5319879814715161471|05|A0998697749194260659|1|0101|0|200907|7900
201412|A5338671602738927014|01|B4199711521390352667|1|0101|0|201401|8000
201412|A5338671602738927014|98|A4597645129518861917|2|1101|0|201408|0
201412|A5370933558374379654|01|B3066599858940029891|1|0104|0|201411|2800
201412|A5399320222952822280|17|B0255960783092506218|1|0101|7|200906|9200
201412|A5426861747130373930|98|B6098971759925682591|1|0299|0|201411|600
201412|A5435089504090933991|17|A6262113959285919940|1|0101|7|201211|5300
201412|A5462956652436294475|03|B0636573572632297709|1|0104|0|201409|3200
201412|A5462956652436294475|05|B0636573572632297709|1|0104|7|201409|20000
201412|A5479210525968783037|21|A4640882726513449758|1|0103|0|201411|810
201412|A5507936166974692053|17|A4067807265423298051|1|0101|7|201212|3000
201412|A5521690437499184650|05|A4431552425467489781|1|0101|0|201409|8000
201412|A5563338296460959098|21|B7152892992305019016|1|0202|7|201312|3700
201412|A5583966517401739679|05|A8926496371726056230|1|0101|0|201405|26000
201412|A5583966517401739679|98|A3849070380072245442|2|1201|0|201407|0
201412|A5590061246111976488|03|B8391092443177653085|1|0101|0|201207|11000
201412|A5601845453335357128|21|A5271657185748086172|1|0104|0|201312|17000
201412|A5601845453335357128|03|A5271657185748086172|1|0101|0|201412|11000
201412|A5607187560974059454|17|A4543996139568308372|1|0101|0|201312|2300
201412|A5607187560974059454|21|A4543996139568308372|1|0101|0|201404|30000
201412|A5609362434365380992|98|B2755370703304274242|2|1301|0|201409|0
201412|A5616664211695232236|21|B1474198891714736093|1|0101|0|201101|1400
201412|A5658077303217313879|21|A8044915308133079220|1|0101|0|200902|840
201412|A5692372498527329975|17|A7148629264671884211|1|0199|0|201202|1600
201412|A5803432999214221923|01|B2932751512576308107|1|0104|0|201404|4900
201412|A5850604195410601730|17|B3643008003436164110|1|0104|0|201411|7300
201412|A5880525127566382746|08|B9220264186068383572|1|0202|7|201410|2400
201412|A5907327981558386258|05|A4223000335049886518|1|0101|0|201403|2000
201412|A5923301249210427024|03|B4121840698490571934|1|0101|7|201108|9800
201412|A5983782748758619722|01|B6173760476177549746|1|0103|0|201403|3200
201412|A6051549567927298051|05|A8614986835988862796|1|0101|7|201409|3500
201412|A6051549567927298051|05|B7560686038869799651|1|0103|0|201410|310
201412|A6051549567927298051|17|A3381173051748902330|1|0104|0|201412|8700
201412|A6053616545035660987|17|A8540365252272613118|1|0101|7|201305|20000
201412|A6053616545035660987|05|A8540365252272613118|1|0103|0|201407|10000
201412|A6107545056302799253|21|B4924785800441904088|1|0104|0|201404|10000
201412|A6107545056302799253|05|B5839935343812653681|1|0101|0|201406|330
201412|A6107545056302799253|05|A8261382859115454659|1|0103|0|201409|10000
201412|A6239860421599885143|05|B7353795005121763097|1|0104|0|201407|7900
201412|A6351032032192388864|03|B7460402555043291722|1|0101|0|201306|8200
201412|A6400189972311024423|21|A3137618146142322510|1|0101|7|201308|8100
201412|A6401794459651553823|03|A1245121977261702634|1|0101|0|201312|45000
201412|A6401794459651553823|17|A1245121977261702634|1|0101|0|201412|410
201412|A6436535224707701893|01|B1761142458578232272|1|0103|7|201403|5000
201412|A6448947866289529329|05|A8746044018383984357|1|0101|7|201312|4000
201412|A6448947866289529329|21|A7021178514056584055|1|0101|0|201412|660
201412|A6454613526394890944|98|A8461233838529003172|1|0101|7|201307|7300
201412|A6454613526394890944|21|A8461233838529003172|1|0199|0|201409|7300
201412|A6469744226171293334|17|B5015375144820217283|1|0104|0|201405|2300
201412|A6469744226171293334|01|B9172684210674184127|1|0101|0|201408|3500
201412|A6483950495892673676|01|A9089387939963399551|1|0103|7|201405|2100
201412|A6507520624647561737|05|B1239671673057855207|1|0104|0|201210|330
201412|A6507520624647561737|03|A8249323933340565765|1|0101|0|201402|13000
201412|A6547546982918627025|05|B7458271600661729527|1|0199|0|201207|730
201412|A6547546982918627025|05|B7458271600661729527|1|0103|0|201411|2900
201412|A6547546982918627025|17|A0608716394049192520|1|0104|0|201411|2500
201412|A6548637364577513561|05|B0296327334258899185|1|0101|7|201403|3800
201412|A6568490119124389198|03|A4311108795457284695|1|0104|0|201412|34000
201412|A6586102585886018859|01|A1821820436344545012|1|0104|7|201402|9000
201412|A6642624197248570041|05|A3203724937824894022|1|0101|7|201407|2700
201412|A6642624197248570041|05|A1456505445886892949|1|0101|7|201409|4500
201412|A6642624197248570041|05|A1456505445886892949|1|0101|7|201412|5600
201412|A6642679662389667184|21|B7331600744008595741|1|0101|0|201401|3000
201412|A6649289685948549568|21|A4353480067078857478|1|0104|0|200907|200
201412|A6670546346924121015|01|A5298239207122348429|1|0101|0|201409|490
201412|A6670573493337480177|05|B0922931924729954431|1|0103|7|201411|5800
201412|A6670573493337480177|17|A8952177073056043885|1|0101|0|201412|8300
